,id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating
139,985003,Guest suite in Toronto · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,2396097,South Riverdale,43.66517,-79.34037,Private room,99.0,28,115,2023-12-07,0.9,1,364,24,4.76
140,985498,Condo in Toronto · ★4.92 · 1 bedroom · 2 beds · 1 bath,5407081,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,70.0,180,238,2020-08-04,1.82,1,179,0,4.92
141,985648,Home in Toronto · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,5242437,Little Portugal,43.65128,-79.43596,Private room,57.0,2,14,2023-10-05,0.11,1,360,11,4.79
142,986506,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 bath,5413926,North Riverdale,43.67629,-79.35824,Entire home/apt,120.0,30,16,2023-11-30,0.18,1,0,3,5.0
143,990322,Guesthouse in Toronto · ★4.65 · 1 bedroom · 2 beds · 1 bath,377962,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,115.0,30,34,2023-11-26,0.29,6,190,3,4.65
144,1001438,Home in Toronto · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,3131000,Trinity-Bellwoods,43.64822,-79.40732,Private room,60.0,28,166,2023-11-26,1.29,1,213,8,4.96
145,1009656,Guest suite in Toronto · ★4.66 · 1 bedroom · 1 bed · 1 bath,5554523,Dovercourt-Wallace Emerson-Junction,43.66712,-79.43177,Entire home/apt,130.0,28,169,2022-04-30,1.3,1,91,0,4.66
146,1012527,Home in Toronto · 3 bedrooms · 4 beds · 2 baths,5518435,Niagara,43.64471,-79.41152,Entire home/apt,534.0,28,2,2018-07-02,0.02,1,363,0,4.85
147,1022764,Home in Toronto · ★4.85 · 3 bedrooms · 3 beds · 2 baths,5630548,Mount Pleasant East,43.70878,-79.38229,Entire home/apt,434.0,28,13,2018-11-03,0.1,1,365,0,4.85
148,1030061,Condo in Toronto · ★4.85 · 1 bedroom · 1 bed · 1 bath,1984757,Waterfront Communities-The Island,43.64451,-79.39205,Entire home/apt,98.0,60,26,2023-03-06,0.29,1,240,1,4.85
149,1033151,Rental unit in Toronto · ★4.62 · 1 bedroom · 1 bed · 1 bath,377846,East End-Danforth,43.6809,-79.30485,Entire home/apt,61.0,28,48,2023-07-04,0.37,18,327,3,4.62
150,1033162,Condo in Toronto · ★4.43 · 1 bedroom · 2 beds · 1 bath,2175675,Waterfront Communities-The Island,43.64285,-79.38026,Entire home/apt,99.0,28,7,2023-12-17,0.09,4,365,2,4.43
151,1035534,Home in Toronto · 3 bedrooms · 4 beds · 2 shared baths,5700231,South Riverdale,43.66721447609309,-79.33893671,Private room,45.0,120,0,,0.625,2,365,0,4.85
152,1036076,Rental unit in Toronto · ★4.80 · 1 bedroom · 1 bed · 1 bath,4468895,Willowdale East,43.76633,-79.40424,Entire home/apt,88.0,28,40,2023-11-25,0.35,1,224,6,4.8
153,1037034,Home in Toronto · ★4.80 · 3 bedrooms · 3 beds · 1.5 baths,5709010,Dovercourt-Wallace Emerson-Junction,43.66695,-79.42156,Entire home/apt,120.0,28,56,2020-01-02,0.44,1,0,0,4.8
154,1038285,Loft in Toronto · ★4.62 · 1 bedroom · 1 bed · 1 bath,876036,Niagara,43.63382656377824,-79.41468898,Entire home/apt,80.0,28,13,2018-09-04,0.1,1,70,0,4.62
155,1042311,Guest suite in Toronto · ★4.63 · 1 bedroom · 1 bed · 1 bath,5736902,South Riverdale,43.666,-79.33684,Entire home/apt,85.0,28,41,2023-10-31,0.33,1,64,4,4.63
156,1053838,Home in Toronto · ★4.76 · 1 bedroom · 1 bed · 2 shared baths,2741400,Palmerston-Little Italy,43.65638,-79.41567,Private room,70.0,31,152,2019-12-22,1.18,1,365,0,4.76
157,1057144,Home in Toronto · ★4.83 · 2 bedrooms · 2 beds · 2 baths,265033,Dufferin Grove,43.65883,-79.43081,Entire home/apt,225.0,28,6,2016-10-28,0.05,1,358,0,4.83
158,1058442,Serviced apartment in Toronto · 2 bedrooms · 2 beds · 3 baths,1805882,Church-Yonge Corridor,43.65456,-79.37906,Entire home/apt,375.0,30,2,2018-07-31,0.02,3,0,0,4.85
159,1066060,Home in Toronto · ★5.0 · 3 bedrooms · 3 beds · 1 bath,1618054,The Beaches,43.66715,-79.31288,Entire home/apt,180.0,29,9,2023-08-05,0.17,1,321,3,5.0
160,1066205,Loft in Toronto · ★4.93 · 1 bedroom · 2 beds · 1 bath,4010527,Moss Park,43.65696,-79.37193,Entire home/apt,255.0,31,29,2023-12-06,0.33,4,344,2,4.93
161,1066718,Guest suite in Toronto · ★4.91 · 1 bedroom · 1 bed · 1 private bath,5867364,Niagara,43.64535,-79.40446,Private room,156.0,2,648,2023-12-22,4.98,1,280,77,4.91
162,1077140,Home in Toronto · ★4.33 · 2 bedrooms · 2 beds · 1 bath,5926814,East End-Danforth,43.68140684545859,-79.30788594,Entire home/apt,120.0,3,6,2014-06-28,0.05,1,0,0,4.33
163,1080121,Condo in Toronto · ★4.64 · 1 bedroom · 2 beds · 1 bath,672978,Waterfront Communities-The Island,43.64159,-79.38115,Entire home/apt,186.0,90,516,2020-03-18,4.05,2,365,0,4.64
164,1092407,Rental unit in Toronto · ★4.74 · Studio · 1 bed · 1 bath,377846,East End-Danforth,43.68185,-79.30506,Entire home/apt,64.0,28,31,2021-06-01,0.24,18,352,0,4.74
165,1106103,Home in Toronto · 4 bedrooms · 4 beds · 1.5 baths,6073307,Trinity-Bellwoods,43.6524,-79.41476,Entire home/apt,275.0,28,0,,0.625,1,364,0,1.5
166,1110760,Rental unit in Toronto · ★4.62 · 1 bedroom · 1 bed · 1 bath,377846,East End-Danforth,43.68239,-79.30521,Entire home/apt,62.0,28,37,2024-01-01,0.29,18,358,6,4.62
167,1145641,Home in Toronto · ★4.72 · 1 bedroom · 1 bed · 1 shared bath,4966594,University,43.65966636290684,-79.4081917,Private room,76.0,3,32,2023-12-21,0.25,2,80,17,4.72
168,1150719,Guest suite in Toronto · ★4.54 · 1 bedroom · 2 beds · 1 bath,6306986,South Riverdale,43.65761033456896,-79.34878979,Entire home/apt,131.0,3,84,2023-11-26,0.65,1,0,31,4.54
169,1153863,Townhouse in Toronto · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,6323589,Mimico (includes Humber Bay Shores),43.62193938206074,-79.48603603,Private room,75.0,5,5,2023-09-25,0.97,1,228,5,5.0
170,1156413,Home in Toronto · ★4.54 · 3 bedrooms · 3 beds · 2 baths,1590126,Roncesvalles,43.64355,-79.44244,Entire home/apt,120.0,28,24,2018-07-11,0.19,2,0,0,4.54
171,1161888,Loft in Toronto · ★4.75 · 1 bedroom · 1 bed · 1 bath,1478241,South Parkdale,43.63898505711864,-79.42085589,Entire home/apt,153.0,3,117,2023-12-10,1.01,1,51,18,4.75
172,1162480,Condo in Toronto · ★4.77 · 1 bedroom · 1 bed · 1 bath,6255603,Regent Park,43.65695,-79.35854,Entire home/apt,141.0,29,52,2020-02-08,0.46,1,341,0,4.77
173,1163664,Rental unit in Toronto · ★4.25 · 1 bedroom · 1 bed · 1 bath,5942147,North Riverdale,43.67602,-79.35501,Entire home/apt,120.0,28,4,2015-08-05,0.03,1,0,0,4.25
174,1170889,Rental unit in Toronto · ★4.91 · 1 bedroom · 1 bed · 1 private bath,6410636,Palmerston-Little Italy,43.656436988517946,-79.42472659,Private room,95.0,30,23,2023-12-04,0.18,1,365,4,4.91
175,1194561,Home in Toronto · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,6527771,South Riverdale,43.66364669799805,-79.33324432,Entire home/apt,105.0,28,32,2023-12-01,0.3,1,91,3,5.0
176,1194984,Home in Toronto · ★4.27 · 1 bedroom · 1 bed · 1 private bath,6530148,Roncesvalles,43.644,-79.4427,Private room,65.0,28,22,2017-08-26,0.17,1,88,0,4.27
177,1196880,Condo in Toronto · ★4.91 · 1 bedroom · 1 bed · 1 bath,6539250,Niagara,43.64175,-79.41108,Entire home/apt,83.0,60,11,2019-04-25,0.11,1,0,0,4.91
178,1202446,Home in Toronto · ★4.60 · 2 bedrooms · 2 beds · 1 shared bath,2929374,Waterfront Communities-The Island,43.64482,-79.39416,Private room,120.0,1,103,2023-12-26,0.8,3,0,31,4.6
179,1209935,Home in Toronto · ★4.94 · 2 bedrooms · 2 beds · 1 bath,195472241,Cabbagetown-South St.James Town,43.66483,-79.36945,Entire home/apt,214.0,28,50,2022-12-11,0.44,1,365,0,4.94
180,1214297,Home in Toronto · ★4.59 · 2 bedrooms · 3 beds · 1 bath,3604846,High Park-Swansea,43.65305,-79.45495,Entire home/apt,144.0,30,18,2018-09-28,0.15,4,365,0,4.59
181,1221280,Condo in Toronto · ★4.85 · 1 bedroom · 1 bed · 1 bath,6662193,Bay Street Corridor,43.65014,-79.38669,Entire home/apt,100.0,30,13,2023-08-28,0.1,1,313,1,4.85
182,1223097,Rental unit in Toronto · ★4.66 · 1 bedroom · 3 beds · 1 bath,6671740,Annex,43.6695,-79.40656,Entire home/apt,80.0,28,131,2019-07-21,1.16,1,50,0,4.66
183,1242683,Home in Toronto · ★4.89 · 3 bedrooms · 4 beds · 1.5 baths,6773217,South Riverdale,43.65204,-79.34655,Entire home/apt,225.0,7,37,2023-07-31,0.36,1,62,2,4.89
184,1254468,Home in Toronto · ★4.86 · 1 bedroom · 1 bed · 1 private bath,3406595,Trinity-Bellwoods,43.64814,-79.4177,Private room,155.0,3,132,2023-09-25,1.29,2,37,15,4.86
185,1260644,Home in Toronto · 1 bedroom · 1 bed · 2 baths,6865871,Moss Park,43.65784,-79.36819,Entire home/apt,120.0,28,0,,0.625,1,0,0,4.85
186,1269925,Home in Toronto · ★4.77 · 3 bedrooms · 3 beds · 3 baths,6911938,Parkwoods-Donalda,43.75524,-79.33521,Entire home/apt,250.0,5,56,2023-10-22,0.48,2,340,15,4.77
187,1279122,Home in Toronto · ★4.80 · 2 bedrooms · 2 beds · 2 baths,2960767,Humewood-Cedarvale,43.69535,-79.43518,Entire home/apt,120.0,28,10,2016-08-20,0.08,1,0,0,4.8
188,1294243,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,1025890,Junction Area,43.66779,-79.46335,Entire home/apt,65.0,180,1,2013-11-10,0.01,1,365,0,4.85
189,1297164,Rental unit in Toronto · ★4.98 · 1 bedroom · 1 bed · 1 private bath,5244098,Yonge-St.Clair,43.68857,-79.40087,Private room,84.0,28,54,2023-09-29,0.43,2,190,3,4.98
190,1299374,Home in Toronto · ★4.60 · 1 bedroom · 1 bed · 1 bath,7065012,East End-Danforth,43.67646,-79.30791,Entire home/apt,93.0,28,60,2019-12-31,0.47,2,38,0,4.6
191,1301718,Rental unit in Toronto · ★4.54 · 3 bedrooms · 3 beds · 1 bath,377846,East End-Danforth,43.68516,-79.29243,Entire home/apt,145.0,28,26,2023-09-04,0.23,18,365,2,4.54
192,1321398,Guest suite in Toronto · ★4.79 · 1 bedroom · 1 bed · 1 bath,7173548,The Beaches,43.67244,-79.28464,Entire home/apt,109.0,2,94,2023-12-31,0.82,3,329,8,4.79
193,1326015,Home in Toronto · ★4.82 · 3 bedrooms · 3 beds · 1.5 baths,2499198,Dovercourt-Wallace Emerson-Junction,43.66441,-79.45084,Entire home/apt,187.0,28,22,2018-05-29,0.17,1,183,0,4.82
194,1331304,Home in Toronto · ★4.29 · 1 bedroom · 1 bed · 1.5 baths,7221344,Woodbine Corridor,43.67462,-79.31267,Private room,120.0,28,8,2016-09-24,0.06,1,0,0,4.29
195,1335133,Home in Toronto · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,613837,Old East York,43.69489,-79.33345,Entire home/apt,249.0,18,21,2023-08-12,0.17,1,79,2,5.0
196,1348067,Rental unit in Toronto · ★4.86 · 1 bedroom · 1 bed · 1 bath,377846,East End-Danforth,43.68358,-79.30637,Entire home/apt,90.0,28,21,2023-11-07,0.17,18,222,2,4.86
197,1365638,Condo in Toronto · ★4.74 · 1 bedroom · 1 bed · 2 baths,7412574,Mimico (includes Humber Bay Shores),43.62233,-79.48785,Private room,100.0,28,43,2022-10-25,0.38,1,179,0,4.74
198,1369701,Home in Toronto · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,7428349,Corso Italia-Davenport,43.67535,-79.45502,Private room,85.0,28,21,2019-11-23,0.17,1,83,0,4.86
199,1370412,Rental unit in Toronto · ★4.50 · 1 bedroom · 1 bed · 1 bath,1102328,Dufferin Grove,43.65499797475493,-79.44582592,Entire home/apt,150.0,5,8,2023-12-10,0.09,2,99,2,4.5
200,1378251,Condo in Toronto · ★4.94 · 1 bedroom · 1 bed · 1 private bath,7372029,Church-Yonge Corridor,43.67051,-79.38318,Private room,99.0,28,151,2023-11-30,1.19,1,49,6,4.94
201,1417125,Guest suite in Toronto · ★4.80 · 1 bedroom · 1 bed · 1 bath,1108156,Birchcliffe-Cliffside,43.70402,-79.25987,Entire home/apt,85.0,28,11,2023-09-30,0.09,2,282,3,4.8
202,1422877,Home in Toronto · ★4.17 · 1 bedroom · 1 bed · 1.5 baths,7658503,Willowdale East,43.75646,-79.40711,Entire home/apt,120.0,28,13,2020-01-13,0.11,1,0,0,4.17
203,1426591,Rental unit in Toronto · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,7672988,Little Portugal,43.65012,-79.43928,Private room,88.0,28,33,2021-07-04,0.26,2,114,0,4.85
204,1455503,Loft in Toronto · ★4.44 · 1 bedroom · 1 bed · 1 bath,4332338,Niagara,43.64109,-79.40308,Entire home/apt,200.0,30,9,2016-05-12,0.08,1,90,0,4.44
205,1456369,Guest suite in Toronto · ★4.79 · 1 bedroom · 1 bed · 1 bath,6153361,Agincourt South-Malvern West,43.79099,-79.27216,Entire home/apt,75.0,3,19,2023-12-21,0.25,1,255,1,4.79
206,1459100,Rental unit in Toronto · ★4.89 · 2 bedrooms · 2 beds · 1 bath,3150111,Waterfront Communities-The Island,43.64752,-79.39505,Entire home/apt,310.0,28,234,2023-09-30,2.25,6,145,9,4.89
207,1462084,Condo in Toronto · ★4.84 · 1 bedroom · 1 bed · 1 bath,1397143,Waterfront Communities-The Island,43.64768,-79.37398,Entire home/apt,90.0,28,97,2023-12-09,0.76,1,40,7,4.84
208,1475233,Rental unit in Toronto · ★4.64 · 1 bedroom · 1 bed · 1 bath,7895355,Niagara,43.64053,-79.41775,Entire home/apt,200.0,28,74,2023-08-01,0.59,2,90,3,4.64
209,1477940,Home in Toronto · ★4.67 · 1 bedroom · 1 bed · 1 bath,1200367,Dovercourt-Wallace Emerson-Junction,43.66712,-79.45213,Entire home/apt,128.0,28,49,2023-04-30,0.4,4,365,1,4.67
210,1486931,Loft in Toronto · ★4.89 · 2 bedrooms · 2 beds · 1 bath,174616,South Parkdale,43.63894,-79.42223,Entire home/apt,180.0,2,200,2024-01-02,1.58,1,351,35,4.89
211,1524783,Home in Toronto · 2 bedrooms · 2 beds · 1 bath,8135652,Corso Italia-Davenport,43.68208,-79.44943,Entire home/apt,120.0,28,1,2016-02-20,0.01,1,0,0,4.85
212,1546244,Home in Toronto · ★4.98 · 1 bedroom · 1 bed · 1 private bath,4991306,Trinity-Bellwoods,43.65608,-79.40949,Private room,130.0,3,178,2023-11-19,2.3,1,312,32,4.98
213,1550684,Loft in Toronto · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,2385315,Dufferin Grove,43.6556,-79.44356,Entire home/apt,199.0,3,17,2023-12-28,0.75,1,50,6,4.94
214,1550882,Rental unit in Toronto · ★4.69 · 1 bedroom · 4 beds · 1 bath,2788736,St.Andrew-Windfields,43.7609,-79.39356,Entire home/apt,80.0,28,55,2023-06-28,0.44,1,141,4,4.69
215,1552251,Home in Toronto · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,8267190,Annex,43.66923,-79.41685,Private room,59.0,28,45,2023-10-02,0.36,2,343,3,4.93
216,1554581,Home in Toronto · ★4.93 · 2 bedrooms · 2 beds · 2 baths,8277300,University,43.659468,-79.402395,Entire home/apt,120.0,28,41,2023-04-08,0.33,1,0,4,4.93
217,1560504,Home in Toronto · ★4.91 · 3 bedrooms · 4 beds · 2 baths,3400584,Trinity-Bellwoods,43.64833,-79.40784,Entire home/apt,449.0,3,46,2024-01-01,0.37,1,329,11,4.91
218,1560977,Rental unit in Toronto · ★4.86 · 1 bedroom · 2 beds · 1.5 baths,8306299,Niagara,43.63744,-79.40523,Entire home/apt,170.0,28,425,2020-03-15,3.38,1,365,0,4.86
219,1562481,Condo in Toronto · ★4.78 · 2 bedrooms · 2 beds · 1 bath,1816495,Waterfront Communities-The Island,43.64031,-79.38185,Entire home/apt,221.0,28,52,2017-06-26,0.43,3,0,0,4.78
220,1564089,Rental unit in Toronto · ★4.67 · 2 bedrooms · 2 beds · 1 bath,8300483,Little Portugal,43.65181,-79.42994,Entire home/apt,100.0,28,7,2013-12-05,0.06,1,0,0,4.67
221,1570103,Guest suite in Toronto · ★4.70 · 1 bedroom · 2 beds · 1 private bath,8349056,Little Portugal,43.64524,-79.42693,Private room,60.0,29,109,2023-03-04,0.88,3,27,1,4.7
222,1578070,Rental unit in Toronto · ★4.67 · 2 bedrooms · 1 bed · 1 bath,5559775,Waterfront Communities-The Island,43.64487,-79.39468,Entire home/apt,499.0,28,16,2019-08-15,0.13,1,178,0,4.67
223,1589014,Rental unit in Toronto · ★4.85 · Studio · 2 beds · 1 bath,2144852,Trinity-Bellwoods,43.6517,-79.41585,Entire home/apt,120.0,28,61,2020-04-14,0.93,1,0,0,4.85
224,1594005,Condo in Toronto · ★4.85 · 1 bedroom · 2 beds · 1 bath,6397676,Waterfront Communities-The Island,43.64625,-79.39106,Entire home/apt,271.0,2,126,2023-12-27,1.0,1,7,9,4.85
225,1598460,Rental unit in Toronto · 1 bedroom · 1 bed · 1 bath,3877380,Humewood-Cedarvale,43.68415,-79.42116,Private room,120.0,28,2,2013-12-14,0.02,1,0,0,4.85
226,1604069,Cottage in Toronto · ★4.95 · 1 bedroom · 1 bed · 1 private bath,8546454,Birchcliffe-Cliffside,43.69348,-79.25967,Private room,125.0,3,450,2023-12-26,3.58,1,0,36,4.95
227,1610027,Rental unit in Toronto · ★4.54 · 2 bedrooms · 4 beds · 1 bath,8569918,Yonge-Eglinton,43.70381,-79.40679,Entire home/apt,285.0,28,38,2023-08-17,0.3,34,147,4,4.54
228,1625412,Condo in Toronto · ★4.42 · 1 bedroom · 1 bed · 1 bath,2783292,Kensington-Chinatown,43.65311,-79.3906,Entire home/apt,130.0,85,37,2023-03-31,0.29,1,341,1,4.42
229,1631083,Rental unit in Toronto · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8569918,Yonge-Eglinton,43.70413,-79.40546,Private room,149.0,28,14,2023-11-19,0.11,34,112,4,5.0
230,1631386,Home in Toronto · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,4297691,Dovercourt-Wallace Emerson-Junction,43.66368,-79.44037,Private room,68.0,1,373,2024-01-04,2.97,2,340,108,4.79
231,1632898,Condo in Toronto · ★4.92 · 2 bedrooms · 2 beds · 1 bath,8675040,Waterfront Communities-The Island,43.646,-79.3983,Entire home/apt,120.0,28,26,2020-04-03,0.54,2,0,0,4.92
232,1638995,Home in Toronto · ★4.98 · 1 bedroom · 1 bed · 1 bath,8702985,Trinity-Bellwoods,43.65378,-79.4152,Entire home/apt,218.0,28,126,2023-08-23,1.37,10,363,3,4.98
233,1651958,Rental unit in Toronto · ★4.55 · Studio · 1 bed · 1 bath,6044009,North St.James Town,43.66823,-79.37906,Entire home/apt,155.0,6,157,2023-08-20,1.34,1,175,13,4.55
234,1652086,Rental unit in Toronto · ★4.75 · 1 bedroom · 2 beds · 1 private bath,8569918,Yonge-Eglinton,43.70575,-79.40568,Private room,196.0,28,12,2023-12-01,0.1,34,252,2,4.75
235,1652220,Rental unit in Toronto · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,8569918,Yonge-Eglinton,43.70583,-79.4054,Private room,129.0,28,23,2023-03-23,0.18,34,103,2,4.43
236,1668445,Rental unit in Toronto · ★4.50 · 1 bedroom · 2 beds · 1 bath,8569918,Yonge-Eglinton,43.70583,-79.40468,Entire home/apt,217.0,28,64,2023-07-28,0.52,34,87,3,4.5
237,1668582,Rental unit in Toronto · ★4.71 · 1 bedroom · 3 beds · 1 bath,8569918,Yonge-Eglinton,43.7037,-79.40507,Entire home/apt,225.0,28,68,2023-10-03,0.54,34,126,7,4.71
238,1673003,Home in Toronto · ★5.0 · 3 bedrooms · 5 beds · 2 baths,8856331,Lawrence Park North,43.73051,-79.40644,Entire home/apt,279.0,14,25,2023-08-12,0.2,1,152,2,5.0
239,1679070,Condo in Toronto · ★5.0 · 2 bedrooms · 2 beds · 2 baths,70447,Waterfront Communities-The Island,43.63679,-79.3969,Entire home/apt,92.0,121,3,2016-07-14,0.02,1,62,0,5.0
240,1711196,Home in Toronto · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,3431521,Roncesvalles,43.64152,-79.44106,Private room,120.0,28,125,2020-03-14,1.04,1,0,0,4.88
241,1718208,Condo in Toronto · ★4.51 · 1 bedroom · 3 beds · 1 bath,579683,Church-Yonge Corridor,43.64849,-79.37597,Entire home/apt,139.0,28,43,2016-12-24,0.44,5,365,0,4.51
242,1718363,Rental unit in Toronto · ★4.74 · Studio · 1 bed · 1 bath,8478072,Kensington-Chinatown,43.65203,-79.38952,Entire home/apt,120.0,28,39,2017-01-03,0.33,1,0,0,4.74
243,1727775,Condo in Toronto · ★4.79 · 1 bedroom · 1 bed · 1 bath,9104636,Niagara,43.63634,-79.40551,Entire home/apt,171.0,1,91,2023-12-22,1.07,2,17,34,4.79
244,1732392,Home in Toronto · ★4.85 · 2 bedrooms · 3 beds · 1 bath,9127235,Bendale,43.75786,-79.26175,Entire home/apt,69.0,30,81,2019-07-02,0.66,1,312,0,4.85
245,1750120,Home in Toronto · 2 bedrooms · 2 beds · 1 bath,4162773,Dovercourt-Wallace Emerson-Junction,43.66355,-79.43276,Entire home/apt,120.0,30,0,,0.625,1,0,0,4.85
246,1759486,Condo in Toronto · 1 bedroom · 1 bed · 1 bath,1553458,Islington-City Centre West,43.63897,-79.53674,Entire home/apt,79.0,28,0,,0.625,2,102,0,4.85
247,1762021,Home in Toronto · ★4.94 · 5 bedrooms · 5 beds · 2.5 baths,44259,Palmerston-Little Italy,43.66069,-79.41096,Entire home/apt,621.0,3,144,2023-10-23,1.26,1,192,25,4.94
248,1779167,Condo in Toronto · ★4.40 · 1 bedroom · 2 beds · 1 bath,9341346,Waterfront Communities-The Island,43.64329,-79.38219,Entire home/apt,146.0,90,5,2018-12-21,0.08,1,244,0,4.4
249,1785285,Home in Toronto · ★4.96 · 1 bedroom · 1 bed · 1.5 shared baths,8267190,Annex,43.67013,-79.41524,Private room,59.0,28,47,2023-09-30,0.38,2,243,4,4.96
250,1803281,Guest suite in Toronto · ★4.95 · 1 bedroom · 2 beds · 1 bath,9454044,Blake-Jones,43.67066,-79.34116,Entire home/apt,120.0,28,173,2023-05-08,1.93,1,0,2,4.95
251,1820689,Condo in Toronto · ★4.73 · 2 bedrooms · 4 beds · 2.5 baths,9532580,Annex,43.67143,-79.3912,Entire home/apt,225.0,60,60,2021-07-12,0.5,1,159,0,4.73
252,1844121,Rental unit in Toronto · ★4.89 · 1 bedroom · 1 private bath,8952336,Bay Street Corridor,43.66773,-79.38835,Private room,153.0,28,221,2023-09-15,1.86,1,254,3,4.89
253,1851507,Home in Toronto · ★4.65 · 3 bedrooms · 5 beds · 2 baths,9669365,Palmerston-Little Italy,43.65815,-79.41165,Entire home/apt,475.0,3,121,2023-12-08,1.01,5,269,5,4.65
254,1856109,Home in Toronto · ★4.75 · 1 bedroom · 2 beds · 1 private bath,1989442,Englemount-Lawrence,43.71718,-79.44104,Private room,68.0,1,573,2023-12-22,4.65,1,0,42,4.75
255,1879787,Condo in Toronto · ★4.63 · 1 bedroom · 1 bed · 1 bath,9787143,Church-Yonge Corridor,43.66778,-79.38511,Entire home/apt,120.0,28,17,2018-09-28,0.14,1,0,0,4.63
